PropertyID,PropertyType,TenureType,GFASqm,Region,AgeOfPropertyYears,MRTProximity,TenantMix,BuildingGrade,GreenMarkCertified,FloorToCeilingHeightM,ExistingLeaseTermRemainingYears,OccupancyRatePct,MonthlyRentPerSqmSGD,NOI_SGD,CapRatePct,ValuationSGD,PricePerSqmSGD,ValuationMethodology,ValuationDate
SG-COM-BD4J6F,Office,99-year Leasehold,647.6,Rest of Central Region,5,Within 400m,Multi-tenanted corporates,Grade B,False,2.9,7,73.8,69.31,318002.35,4.33,7344165.0,11340.59,Income Capitalization Approach,2025-07-25T10:09:28.513364+08:00
SG-COM-FU81VJ,Retail/Shop,999-year Leasehold,706.6,Outside Central Region,28,>800m,F&B anchor,Standard,False,3.9,3,95.0,61.99,399475.46,5.61,7120775.0,10077.52,Income Capitalization Approach,2026-06-25T11:46:58.513364+08:00
SG-COM-C2EGPM,Retail/Shop,99-year Leasehold,636.9,Core Central Region,18,Within 400m,F&B anchor,Prime,True,3.5,4,70.1,280.5,1202246.07,3.73,32231798.0,50607.31,Income Capitalization Approach,2026-04-02T06:25:02.513364+08:00
SG-COM-5IXQI9,Office,99-year Leasehold,636.3,Outside Central Region,27,>800m,SME mixed tenants,Grade A,False,3.2,8,94.0,43.19,247995.74,4.59,5402957.0,8491.21,Income Capitalization Approach,2025-05-02T05:35:25.513364+08:00
SG-COM-20QHX8,Retail/Shop,99-year Leasehold,421.7,Outside Central Region,25,>800m,Convenience/neighbourhood retail,Standard,False,3.4,2,85.1,39.53,136185.61,5.06,2691415.0,6382.3,Income Capitalization Approach,2025-09-09T10:55:36.513364+08:00
SG-COM-JY4QC6,Office,99-year Leasehold,2975.3,Core Central Region,0,Within 400m,SME mixed tenants,Grade A,True,3.7,3,92.1,112.04,2947370.45,3.19,92394058.0,31053.69,Income Capitalization Approach,2026-09-04T05:03:08.513364+08:00
SG-COM-D1R0ZH,Office,99-year Leasehold,4958.1,Outside Central Region,35,>800m,SME mixed tenants,Grade A,False,3.5,5,90.5,40.94,1763530.33,4.76,37048957.0,7472.41,Income Capitalization Approach,2024-10-09T10:56:13.513364+08:00
SG-COM-DEH5DY,Industrial/Warehouse,99-year Leasehold,2058.3,Rest of Central Region,30,Within 400m,Logistics/warehousing,Standard,True,6.0,5,80.3,23.47,372399.03,6.79,5484522.0,2664.59,Comparable Sales Approach (cross-checked with Income Capitalization),2026-02-22T19:17:32.513364+08:00
SG-COM-N3V136,Office,Freehold,1253.2,Core Central Region,11,>800m,SME mixed tenants,Grade A,True,3.8,4,55.2,92.61,615019.07,3.21,19159473.0,15288.44,Income Capitalization Approach,2025-10-05T14:38:51.513364+08:00
SG-COM-2N7MVI,Retail/Shop,60-year Leasehold,736.8,Outside Central Region,0,>800m,Convenience/neighbourhood retail,Prime,True,4.2,9,89.3,89.92,567974.2,5.77,9843574.0,13359.9,Income Capitalization Approach,2025-06-12T11:31:52.513364+08:00
SG-COM-3D8R4R,Retail/Shop,99-year Leasehold,166.3,Rest of Central Region,13,400m-800m,Fashion & lifestyle mix,Basic,True,3.2,8,93.2,110.53,164459.73,4.51,3646557.0,21927.58,Income Capitalization Approach,2025-10-19T00:24:51.513364+08:00
SG-COM-FE5VFN,Office,Freehold,270.1,Outside Central Region,9,400m-800m,SME mixed tenants,Grade A,True,2.8,5,91.7,48.67,115724.82,4.88,2371410.0,8779.75,Income Capitalization Approach,2025-03-19T14:55:55.513364+08:00
SG-COM-UQCSGL,Business Park/Mixed-Use,Freehold,1279.5,Core Central Region,0,400m-800m,Tech/R&D tenants,Standard,True,3.5,7,90.2,83.24,922253.12,4.5,20494514.0,16017.6,Income Capitalization Approach,2024-12-12T13:32:02.513364+08:00
SG-COM-YYCSJP,Office,99-year Leasehold,1724.1,Core Central Region,21,400m-800m,SME mixed tenants,Grade B,True,3.2,9,86.7,105.59,1515219.57,3.49,43416034.0,25181.85,Income Capitalization Approach,2025-07-21T19:57:56.513364+08:00
SG-COM-2OVAR1,Office,60-year Leasehold,715.9,Outside Central Region,14,>800m,SME mixed tenants,Grade C,True,3.0,6,88.1,38.43,232685.8,4.6,5058387.0,7065.77,Income Capitalization Approach,2025-09-15T00:51:49.513364+08:00
SG-COM-X82ECK,Business Park/Mixed-Use,99-year Leasehold,1000.0,Outside Central Region,7,400m-800m,Tech/R&D tenants,Prime,True,5.6,8,61.7,37.29,220876.13,5.63,3923199.0,3923.2,Income Capitalization Approach,2025-06-06T14:42:37.513364+08:00
SG-COM-340ZYL,Industrial/Warehouse,99-year Leasehold,2152.8,Rest of Central Region,55,400m-800m,Light manufacturing,Standard,False,11.8,10,98.7,21.27,433869.94,6.18,7020549.0,3261.12,Comparable Sales Approach (cross-checked with Income Capitalization),2025-01-06T05:25:23.513364+08:00
SG-COM-YXC71H,Industrial/Warehouse,999-year Leasehold,2338.5,Outside Central Region,24,>800m,Logistics/warehousing,Standard,False,6.3,2,87.5,15.0,294651.0,7.23,4075394.0,1742.74,Comparable Sales Approach (cross-checked with Income Capitalization),2025-03-21T23:48:26.513364+08:00
SG-COM-KYI3QD,Office,99-year Leasehold,1852.9,Rest of Central Region,6,Within 400m,SME mixed tenants,Grade C,False,3.8,1,54.3,58.63,566295.28,4.15,13645669.0,7364.49,Income Capitalization Approach,2025-04-19T07:30:54.513364+08:00
SG-COM-Y7L8Z0,Office,99-year Leasehold,1747.5,Rest of Central Region,7,Within 400m,Multi-tenanted corporates,Grade B,True,3.3,5,91.4,71.38,1094488.38,4.36,25102944.0,14365.06,Income Capitalization Approach,2024-10-26T11:02:43.513364+08:00
SG-COM-MSHV4X,Retail/Shop,99-year Leasehold,55.2,Outside Central Region,31,>800m,F&B anchor,Standard,False,4.6,3,89.3,35.06,16591.04,5.78,287042.0,5200.04,Income Capitalization Approach,2025-11-11T10:51:21.513364+08:00
SG-COM-5FVKUD,Office,99-year Leasehold,246.3,Outside Central Region,10,400m-800m,Multi-tenanted corporates,Grade B,True,3.2,7,81.2,45.89,88106.86,4.78,1843240.0,7483.72,Income Capitalization Approach,2025-05-22T11:02:58.513364+08:00
SG-COM-NNS0U5,Office,99-year Leasehold,942.6,Rest of Central Region,8,400m-800m,SME mixed tenants,Grade C,True,3.1,1,96.1,40.15,349146.43,3.87,9021872.0,9571.26,Income Capitalization Approach,2025-10-01T22:17:13.513364+08:00
SG-COM-KNRW4V,Industrial/Warehouse,Freehold,3001.0,Outside Central Region,18,>800m,Logistics/warehousing,Prime,False,10.2,7,88.9,14.87,380846.49,7.14,5333984.0,1777.4,Comparable Sales Approach (cross-checked with Income Capitalization),2025-05-12T08:26:52.513364+08:00
SG-COM-8RTYFF,Office,99-year Leasehold,2332.6,Rest of Central Region,21,400m-800m,Multi-tenanted corporates,Grade B,False,2.9,10,92.3,48.1,994164.57,3.91,25426204.0,10900.37,Income Capitalization Approach,2025-06-13T08:31:32.513364+08:00
SG-COM-MCOMW8,Office,99-year Leasehold,1231.7,Outside Central Region,15,400m-800m,SME mixed tenants,Grade B,True,3.9,9,96.9,34.72,397813.64,4.74,8392693.0,6813.91,Income Capitalization Approach,2026-08-31T20:33:11.513364+08:00
SG-COM-U8VW4U,Office,Freehold,499.3,Outside Central Region,18,>800m,SME mixed tenants,Grade A,True,2.6,1,95.4,43.66,199647.97,4.72,4229830.0,8471.52,Income Capitalization Approach,2025-11-09T13:04:38.513364+08:00
SG-COM-8WMPXK,Retail/Shop,99-year Leasehold,74.2,Rest of Central Region,5,>800m,Fashion & lifestyle mix,Prime,True,3.9,2,79.4,97.31,55036.79,5.0,1100736.0,14834.72,Income Capitalization Approach,2026-03-20T19:28:44.513364+08:00
SG-COM-0A0AF8,Retail/Shop,60-year Leasehold,84.6,Rest of Central Region,13,>800m,Convenience/neighbourhood retail,Prime,True,3.3,2,94.2,99.26,75939.33,4.92,1543482.0,18244.47,Income Capitalization Approach,2024-12-02T23:49:41.513364+08:00
SG-COM-307YD4,Industrial/Warehouse,99-year Leasehold,5752.9,Outside Central Region,44,Within 400m,Light manufacturing,Basic,True,6.0,9,92.5,12.17,621713.6,6.85,9076111.0,1577.66,Comparable Sales Approach (cross-checked with Income Capitalization),2025-05-07T18:06:10.513364+08:00
SG-COM-IV6YB2,Office,99-year Leasehold,2417.9,Outside Central Region,10,400m-800m,Single major tenant (MNC),Grade B,True,2.9,1,87.6,39.43,801752.74,4.86,16496970.0,6822.85,Income Capitalization Approach,2026-03-03T00:09:30.513364+08:00
SG-COM-2E7GBU,Office,99-year Leasehold,299.2,Core Central Region,20,>800m,Multi-tenanted corporates,Grade B,True,3.4,6,52.6,94.48,142744.19,3.19,4474739.0,14955.68,Income Capitalization Approach,2026-04-22T05:49:02.513364+08:00
SG-COM-YDFXC3,Retail/Shop,99-year Leasehold,57.5,Rest of Central Region,24,400m-800m,Fashion & lifestyle mix,Basic,False,3.6,3,73.3,84.68,34262.88,4.58,748098.0,13010.4,Income Capitalization Approach,2025-02-26T02:59:11.513364+08:00
SG-COM-J40L2H,Retail/Shop,999-year Leasehold,91.1,Rest of Central Region,11,Within 400m,Fashion & lifestyle mix,Standard,True,4.2,6,89.8,97.26,76383.62,4.22,1810038.0,19868.69,Income Capitalization Approach,2025-09-02T02:38:03.513364+08:00
SG-COM-R866FL,Retail/Shop,999-year Leasehold,129.0,Outside Central Region,24,>800m,Fashion & lifestyle mix,Prime,True,4.6,8,98.7,39.48,48256.44,5.07,951804.0,7378.33,Income Capitalization Approach,2025-10-24T08:30:54.513364+08:00
SG-COM-C625EM,Business Park/Mixed-Use,99-year Leasehold,6524.9,Outside Central Region,21,Within 400m,Mixed office-industrial,Prime,True,4.6,7,84.3,39.32,2076281.23,5.71,36362193.0,5572.84,Income Capitalization Approach,2025-05-18T20:39:18.513364+08:00
SG-COM-ZNK7T0,Retail/Shop,99-year Leasehold,439.4,Outside Central Region,10,400m-800m,F&B anchor,Standard,False,3.7,1,80.6,42.22,143543.84,5.77,2487762.0,5661.73,Income Capitalization Approach,2026-02-02T18:17:21.513364+08:00
SG-COM-1W08R5,Retail/Shop,Freehold,342.2,Rest of Central Region,16,400m-800m,F&B anchor,Basic,True,3.2,1,89.0,138.64,405349.64,4.26,9515250.0,27806.11,Income Capitalization Approach,2025-03-21T12:54:35.513364+08:00
SG-COM-CCORL6,Business Park/Mixed-Use,99-year Leasehold,2732.6,Outside Central Region,0,400m-800m,Tech/R&D tenants,Standard,True,5.7,10,81.0,36.68,779402.23,5.95,13099197.0,4793.68,Income Capitalization Approach,2025-11-16T03:29:03.513364+08:00
SG-COM-AEWCH4,Office,99-year Leasehold,1653.5,Core Central Region,8,400m-800m,SME mixed tenants,Grade A,True,2.7,2,97.3,120.29,1857880.59,3.12,59547455.0,36012.98,Income Capitalization Approach,2025-07-09T15:39:29.513364+08:00
SG-COM-31MGLG,Business Park/Mixed-Use,999-year Leasehold,20000.0,Rest of Central Region,13,Within 400m,Corporate campus (single user),Basic,False,3.5,5,88.9,38.51,6573194.88,5.12,128382712.0,6419.14,Income Capitalization Approach,2025-02-11T19:16:25.513364+08:00
SG-COM-I3IHJF,Retail/Shop,99-year Leasehold,904.0,Rest of Central Region,23,Within 400m,F&B anchor,Standard,False,3.7,3,94.8,128.92,1060640.72,4.21,25193366.0,27868.77,Income Capitalization Approach,2024-09-19T19:18:19.513364+08:00
SG-COM-56H2JO,Retail/Shop,Freehold,100.3,Rest of Central Region,5,400m-800m,Fashion & lifestyle mix,Prime,True,2.8,6,76.4,120.11,88357.76,4.64,1904262.0,18985.66,Income Capitalization Approach,2026-06-14T01:43:05.513364+08:00
SG-COM-9W3PWJ,Business Park/Mixed-Use,99-year Leasehold,5865.8,Rest of Central Region,15,>800m,Tech/R&D tenants,Standard,True,4.1,5,79.9,44.09,1983742.79,5.15,38519277.0,6566.76,Income Capitalization Approach,2025-09-29T16:55:09.513364+08:00
SG-COM-09FTJW,Retail/Shop,Freehold,364.5,Core Central Region,8,Within 400m,Fashion & lifestyle mix,Basic,True,4.0,3,94.9,227.94,756929.66,4.15,18239269.0,50039.15,Income Capitalization Approach,2025-11-28T14:26:26.513364+08:00
SG-COM-QOOSHK,Retail/Shop,99-year Leasehold,775.0,Core Central Region,25,400m-800m,F&B anchor,Basic,False,3.1,1,77.7,229.2,1324977.7,3.72,35617680.0,45958.3,Income Capitalization Approach,2025-01-14T10:21:01.513364+08:00
SG-COM-CPWWH3,Office,99-year Leasehold,824.6,Outside Central Region,6,>800m,SME mixed tenants,Grade C,False,2.9,1,82.3,35.81,233302.14,5.09,4583539.0,5558.5,Income Capitalization Approach,2026-01-03T17:12:05.513364+08:00
SG-COM-O23ABT,Industrial/Warehouse,99-year Leasehold,5408.3,Rest of Central Region,0,Within 400m,Light manufacturing,Basic,True,6.9,2,86.8,21.26,958109.16,6.64,14429355.0,2668.0,Comparable Sales Approach (cross-checked with Income Capitalization),2025-04-21T07:17:54.513364+08:00
SG-COM-4NVV15,Retail/Shop,Freehold,179.7,Rest of Central Region,8,Within 400m,F&B anchor,Prime,False,3.2,4,79.2,110.16,150511.06,4.41,3412949.0,18992.48,Income Capitalization Approach,2025-08-22T02:47:50.513364+08:00
SG-COM-U1VLU0,Office,99-year Leasehold,1979.6,Core Central Region,9,Within 400m,SME mixed tenants,Grade A,True,3.4,9,88.6,128.39,2161790.47,3.36,64339002.0,32501.01,Income Capitalization Approach,2025-11-28T23:52:16.513364+08:00
SG-COM-6DMEGI,Industrial/Warehouse,99-year Leasehold,19764.9,Rest of Central Region,23,400m-800m,Data centre/specialized use,Standard,True,6.9,1,49.7,19.94,1880387.68,6.57,26331152.0,1332.22,Comparable Sales Approach (cross-checked with Income Capitalization),2025-06-12T01:05:51.513364+08:00
SG-COM-6O7SAO,Retail/Shop,Freehold,189.4,Rest of Central Region,17,>800m,Convenience/neighbourhood retail,Basic,False,4.1,9,90.2,71.49,117247.35,4.59,2554408.0,13486.84,Income Capitalization Approach,2025-09-12T18:15:43.513364+08:00
SG-COM-0WNE1S,Retail/Shop,99-year Leasehold,816.8,Outside Central Region,26,>800m,Convenience/neighbourhood retail,Basic,False,4.0,3,85.0,55.61,370645.54,5.37,6902152.0,8450.24,Income Capitalization Approach,2025-11-29T03:39:47.513364+08:00
SG-COM-2JFNIS,Office,99-year Leasehold,1090.8,Rest of Central Region,27,400m-800m,SME mixed tenants,Grade B,False,2.9,2,80.8,62.95,532627.34,4.37,12188269.0,11173.7,Income Capitalization Approach,2024-09-23T10:24:36.513364+08:00
SG-COM-SEQNS1,Retail/Shop,99-year Leasehold,203.4,Rest of Central Region,17,>800m,F&B anchor,Basic,True,3.0,9,93.6,83.18,152025.68,4.85,3134550.0,15410.77,Income Capitalization Approach,2025-01-30T20:40:36.513364+08:00
SG-COM-QJ618I,Office,Freehold,2074.7,Outside Central Region,9,400m-800m,Single major tenant (MNC),Grade B,True,2.6,1,77.1,43.81,672750.72,4.72,14253193.0,6870.0,Income Capitalization Approach,2026-04-19T04:21:00.513364+08:00
SG-COM-W16GJ8,Office,99-year Leasehold,4559.7,Core Central Region,9,>800m,Multi-tenanted corporates,Grade A,True,3.7,7,89.3,123.59,4831058.47,3.67,131636471.0,28869.55,Income Capitalization Approach,2025-09-02T03:16:54.513364+08:00
SG-COM-UFG96I,Retail/Shop,99-year Leasehold,851.1,Outside Central Region,19,400m-800m,F&B anchor,Prime,True,3.7,4,74.0,52.6,318030.88,5.35,5944502.0,6984.49,Income Capitalization Approach,2025-01-13T02:24:52.513364+08:00
SG-COM-TZQKZC,Office,Freehold,2501.9,Core Central Region,16,400m-800m,SME mixed tenants,Grade C,False,3.0,9,87.5,89.23,1875254.11,3.15,59531877.0,23794.67,Income Capitalization Approach,2025-04-17T03:41:35.513364+08:00
SG-COM-HA6F5O,Office,60-year Leasehold,2461.4,Outside Central Region,13,Within 400m,Single major tenant (MNC),Grade C,True,2.9,7,73.1,22.94,396245.39,4.87,8136456.0,3305.62,Income Capitalization Approach,2026-03-26T14:38:52.513364+08:00
SG-COM-DULR9W,Industrial/Warehouse,99-year Leasehold,14808.6,Rest of Central Region,18,Within 400m,Data centre/specialized use,Standard,False,13.2,5,75.5,24.58,2638238.57,6.46,40839606.0,2757.83,Comparable Sales Approach (cross-checked with Income Capitalization),2025-05-10T02:25:19.513364+08:00
SG-COM-AD1YR2,Office,60-year Leasehold,2263.4,Rest of Central Region,4,400m-800m,SME mixed tenants,Grade C,False,3.5,3,78.4,43.33,738137.55,3.88,19024164.0,8405.13,Income Capitalization Approach,2025-09-27T16:07:46.513364+08:00
SG-COM-IIO29J,Business Park/Mixed-Use,99-year Leasehold,7784.3,Outside Central Region,6,>800m,Tech/R&D tenants,Standard,True,4.6,2,45.2,30.83,1041364.47,5.94,16128877.0,2071.98,Income Capitalization Approach,2025-07-07T11:16:18.513364+08:00
SG-COM-WP53GY,Business Park/Mixed-Use,99-year Leasehold,1539.1,Rest of Central Region,3,Within 400m,Corporate campus (single user),Basic,True,5.9,6,76.1,41.11,462242.85,4.95,9338239.0,6067.34,Income Capitalization Approach,2025-01-02T14:47:53.513364+08:00
SG-COM-ASJNLU,Retail/Shop,99-year Leasehold,82.7,Outside Central Region,31,>800m,F&B anchor,Standard,False,3.6,9,89.2,33.61,23801.82,5.23,455102.0,5503.05,Income Capitalization Approach,2025-10-31T02:36:15.513364+08:00
SG-COM-4S58I3,Business Park/Mixed-Use,60-year Leasehold,2811.1,Core Central Region,0,>800m,Mixed office-industrial,Prime,True,5.1,8,77.9,64.78,1361839.51,4.21,32347732.0,11507.14,Income Capitalization Approach,2026-07-22T07:38:04.513364+08:00
SG-COM-HEHOGV,Industrial/Warehouse,Freehold,1094.2,Rest of Central Region,35,Within 400m,Light manufacturing,Standard,True,7.7,10,94.9,21.62,215521.13,6.69,3221542.0,2944.2,Comparable Sales Approach (cross-checked with Income Capitalization),2025-07-08T14:49:37.513364+08:00
SG-COM-VZ6G93,Office,99-year Leasehold,285.7,Outside Central Region,3,Within 400m,SME mixed tenants,Grade B,True,2.6,5,87.5,29.89,71732.41,5.14,1395572.0,4884.75,Income Capitalization Approach,2025-09-28T17:00:41.513364+08:00
SG-COM-BWJCYC,Industrial/Warehouse,99-year Leasehold,2059.2,Outside Central Region,55,>800m,Data centre/specialized use,Standard,False,9.8,7,94.4,19.74,368373.95,6.95,5300345.0,2573.98,Comparable Sales Approach (cross-checked with Income Capitalization),2026-04-01T00:22:22.513364+08:00
SG-COM-GYD1AL,Office,99-year Leasehold,1440.1,Rest of Central Region,21,Within 400m,Multi-tenanted corporates,Grade C,False,2.6,3,78.4,42.61,461839.93,4.04,11431681.0,7938.12,Income Capitalization Approach,2025-02-28T23:23:05.513364+08:00
SG-COM-JFTHFO,Industrial/Warehouse,Freehold,5323.9,Rest of Central Region,12,Within 400m,Logistics/warehousing,Standard,True,10.6,7,96.2,22.24,1093480.34,6.05,18074055.0,3394.89,Comparable Sales Approach (cross-checked with Income Capitalization),2025-06-09T13:09:04.513364+08:00
SG-COM-RWDGB2,Retail/Shop,Freehold,987.6,Outside Central Region,39,>800m,Fashion & lifestyle mix,Standard,False,3.1,7,90.5,32.25,276713.67,5.75,4812412.0,4872.84,Income Capitalization Approach,2024-10-24T22:53:34.513364+08:00
SG-COM-UIT317,Office,Freehold,1707.4,Outside Central Region,3,>800m,SME mixed tenants,Grade C,True,2.9,10,79.3,36.06,468711.3,4.68,10015199.0,5865.76,Income Capitalization Approach,2025-01-04T12:32:12.513364+08:00
SG-COM-IF17GZ,Office,Freehold,2203.0,Outside Central Region,22,400m-800m,Multi-tenanted corporates,Grade B,True,3.1,7,86.2,36.39,663399.37,4.75,13966303.0,6339.67,Income Capitalization Approach,2025-12-12T01:11:57.513364+08:00
SG-COM-U5GMW5,Business Park/Mixed-Use,Freehold,5250.5,Outside Central Region,7,>800m,Tech/R&D tenants,Prime,True,3.0,9,90.1,29.02,1317935.31,5.83,22606095.0,4305.51,Income Capitalization Approach,2025-10-19T16:00:34.513364+08:00
SG-COM-3RNGO9,Office,Freehold,1241.3,Rest of Central Region,10,Within 400m,Single major tenant (MNC),Grade C,True,2.6,2,69.5,41.99,347759.23,4.03,8629261.0,6951.79,Income Capitalization Approach,2025-02-20T08:54:36.513364+08:00
SG-COM-I8KEZQ,Office,60-year Leasehold,2550.4,Outside Central Region,0,Within 400m,Single major tenant (MNC),Grade C,True,2.8,5,69.4,38.94,661660.11,4.97,13313081.0,5220.0,Income Capitalization Approach,2025-01-11T19:44:24.513364+08:00
SG-COM-09FTJR,Office,99-year Leasehold,565.1,Rest of Central Region,20,Within 400m,Multi-tenanted corporates,Grade B,True,3.0,2,99.5,64.47,347998.44,4.41,7891121.0,13964.11,Income Capitalization Approach,2025-02-23T22:03:03.513364+08:00
SG-COM-JHSP1R,Retail/Shop,60-year Leasehold,739.5,Core Central Region,17,Within 400m,F&B anchor,Standard,True,3.6,6,57.0,282.71,1143998.45,3.85,29714245.0,40181.53,Income Capitalization Approach,2026-07-30T05:40:37.513364+08:00
SG-COM-VZBQSW,Industrial/Warehouse,99-year Leasehold,500.0,Outside Central Region,34,400m-800m,Data centre/specialized use,Basic,False,10.3,9,90.9,14.44,63004.61,7.25,869029.0,1738.06,Comparable Sales Approach (cross-checked with Income Capitalization),2026-04-14T19:11:45.513364+08:00
SG-COM-BD41PA,Industrial/Warehouse,99-year Leasehold,3540.9,Outside Central Region,37,>800m,Logistics/warehousing,Basic,False,8.0,1,96.0,18.12,591308.77,6.96,8495816.0,2399.34,Comparable Sales Approach (cross-checked with Income Capitalization),2025-09-08T15:56:07.513364+08:00
SG-COM-JXY3T1,Retail/Shop,99-year Leasehold,125.8,Core Central Region,12,Within 400m,Convenience/neighbourhood retail,Basic,False,3.5,7,99.1,178.71,213882.07,3.67,5827849.0,46326.3,Income Capitalization Approach,2026-03-20T21:01:31.513364+08:00
SG-COM-IFM45C,Office,99-year Leasehold,8050.8,Outside Central Region,21,>800m,Multi-tenanted corporates,Grade B,False,2.8,3,66.4,37.15,1906501.58,4.76,40052554.0,4974.98,Income Capitalization Approach,2026-06-25T22:50:00.513364+08:00
SG-COM-HC137G,Office,999-year Leasehold,2213.7,Rest of Central Region,19,Within 400m,SME mixed tenants,Grade C,True,2.7,8,74.4,58.06,917994.26,4.39,20911031.0,9446.19,Income Capitalization Approach,2025-04-11T23:12:27.513364+08:00
SG-COM-SQ974H,Retail/Shop,99-year Leasehold,211.3,Core Central Region,24,>800m,Convenience/neighbourhood retail,Prime,False,3.4,2,80.8,269.28,441353.11,3.63,12158488.0,57541.35,Income Capitalization Approach,2026-08-19T06:25:24.513364+08:00
SG-COM-M2VVCO,Industrial/Warehouse,99-year Leasehold,1097.9,Outside Central Region,36,>800m,Light manufacturing,Standard,False,8.3,9,84.9,19.62,175566.12,7.0,2508087.0,2284.44,Comparable Sales Approach (cross-checked with Income Capitalization),2025-01-10T08:53:50.513364+08:00
SG-COM-9Q5O43,Industrial/Warehouse,Freehold,2450.1,Outside Central Region,23,400m-800m,Data centre/specialized use,Standard,True,10.3,3,85.4,18.15,364577.23,6.76,5393154.0,2201.2,Comparable Sales Approach (cross-checked with Income Capitalization),2025-04-25T10:36:18.513364+08:00
SG-COM-W3BNDZ,Retail/Shop,60-year Leasehold,100.2,Rest of Central Region,8,400m-800m,Convenience/neighbourhood retail,Prime,True,4.1,9,91.5,121.77,107176.69,4.73,2265892.0,22613.69,Income Capitalization Approach,2026-01-17T06:10:50.513364+08:00
SG-COM-KT40XB,Retail/Shop,99-year Leasehold,182.2,Core Central Region,29,Within 400m,F&B anchor,Standard,False,2.7,6,93.0,192.5,313136.21,4.08,7674907.0,42123.53,Income Capitalization Approach,2025-02-06T00:22:02.513364+08:00
SG-COM-WM9M0V,Retail/Shop,99-year Leasehold,77.4,Rest of Central Region,11,400m-800m,Fashion & lifestyle mix,Prime,True,3.3,1,94.3,165.11,115690.38,4.21,2747990.0,35503.75,Income Capitalization Approach,2024-12-31T15:30:21.513364+08:00
SG-COM-MHJT59,Retail/Shop,99-year Leasehold,65.1,Core Central Region,12,Within 400m,Convenience/neighbourhood retail,Basic,False,3.1,4,84.6,146.03,77208.42,3.94,1959605.0,30101.46,Income Capitalization Approach,2025-01-28T14:07:25.513364+08:00
SG-COM-LBHSOE,Retail/Shop,Freehold,99.2,Outside Central Region,6,400m-800m,Convenience/neighbourhood retail,Prime,True,2.7,8,91.1,42.59,36949.53,5.52,669376.0,6747.74,Income Capitalization Approach,2025-11-04T14:53:09.513364+08:00
SG-COM-GUJIN6,Industrial/Warehouse,99-year Leasehold,2614.8,Rest of Central Region,29,400m-800m,Logistics/warehousing,Basic,True,9.4,5,92.1,14.13,326671.69,6.62,4934618.0,1887.19,Comparable Sales Approach (cross-checked with Income Capitalization),2026-03-19T18:32:18.513364+08:00
SG-COM-4L18KA,Retail/Shop,Freehold,619.8,Outside Central Region,8,400m-800m,Convenience/neighbourhood retail,Basic,False,3.6,1,86.5,51.84,266811.11,5.44,4904616.0,7913.22,Income Capitalization Approach,2025-09-20T00:36:14.513364+08:00
SG-COM-I3DJ8H,Business Park/Mixed-Use,99-year Leasehold,2810.4,Core Central Region,4,Within 400m,Mixed office-industrial,Basic,True,3.5,8,63.8,76.46,1316116.53,4.4,29911739.0,10643.23,Income Capitalization Approach,2025-04-05T14:01:40.513364+08:00
SG-COM-R54KIV,Retail/Shop,Freehold,61.1,Core Central Region,28,400m-800m,Fashion & lifestyle mix,Standard,False,3.0,2,78.4,213.33,98102.58,3.93,2496249.0,40855.14,Income Capitalization Approach,2025-08-24T17:20:04.513364+08:00
SG-COM-L0YPOD,Office,99-year Leasehold,585.1,Rest of Central Region,10,Within 400m,Single major tenant (MNC),Grade B,True,2.6,7,90.3,57.25,290378.58,3.88,7483984.0,12790.95,Income Capitalization Approach,2025-06-23T02:38:42.513364+08:00
SG-COM-Y75X06,Office,99-year Leasehold,4536.6,Outside Central Region,11,Within 400m,SME mixed tenants,Grade B,False,2.9,4,90.5,32.41,1277407.12,4.98,25650745.0,5654.18,Income Capitalization Approach,2026-08-08T10:38:30.513364+08:00
SG-COM-H1D1HV,Retail/Shop,99-year Leasehold,811.0,Outside Central Region,19,400m-800m,F&B anchor,Basic,True,3.1,3,81.1,52.75,333069.91,5.26,6332128.0,7807.8,Income Capitalization Approach,2026-03-07T08:36:20.513364+08:00
SG-COM-AAX5D3,Retail/Shop,99-year Leasehold,562.1,Rest of Central Region,15,400m-800m,Fashion & lifestyle mix,Standard,True,3.9,8,96.6,96.25,501721.47,4.79,10474352.0,18634.32,Income Capitalization Approach,2025-02-24T21:41:26.513364+08:00
SG-COM-10J5VG,Retail/Shop,Freehold,775.8,Rest of Central Region,37,Within 400m,Fashion & lifestyle mix,Prime,False,2.7,5,96.3,131.35,942057.42,4.24,22218335.0,28639.26,Income Capitalization Approach,2025-02-04T09:13:21.513364+08:00
SG-COM-5KRFOX,Industrial/Warehouse,999-year Leasehold,500.0,Outside Central Region,9,>800m,Logistics/warehousing,Basic,False,12.3,3,85.2,18.51,75698.5,6.58,1150433.0,2300.87,Comparable Sales Approach (cross-checked with Income Capitalization),2025-01-04T06:28:00.513364+08:00
SG-COM-6PWDIU,Office,99-year Leasehold,490.6,Rest of Central Region,10,>800m,Single major tenant (MNC),Grade B,False,3.2,1,95.4,54.32,244065.79,4.43,5509386.0,11229.89,Income Capitalization Approach,2024-10-09T19:54:59.513364+08:00
SG-COM-BMCRJJ,Industrial/Warehouse,Freehold,20000.0,Rest of Central Region,41,Within 400m,Data centre/specialized use,Prime,False,6.0,3,90.8,20.43,3561684.48,6.53,54543407.0,2727.17,Comparable Sales Approach (cross-checked with Income Capitalization),2026-06-24T07:38:26.513364+08:00
